,Unnamed: 0,AU1_r,AU2_r,AU3_r,AU4_r,AU5_r,TI_r,TY,AU1,AU2,AU3,AU4,AU5,AU6,AU7,AU8,AU9,AU10,TI,JO,VL,IS,SN,DO,SP,EP
53,53,"Heberlein, T. A.","Baumgartner, R. M.",,,,The Effectiveness of the Heberlein- Baumgartner Models for Predicting Response Rates to Mailed Questionnaires: European and U.S. Examples,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
54,54,"Hornik, J.",,,,,Time Cue and Time Perception Effect on Response to Mail Surveys,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
55,55,"Houston, M. J.","Nevin, J. R.",,,,The Effects of Source and Appeal on Mailed Survey Response Patterns,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
56,56,"Jolson, M. A.",,,,,How to Double or Triple Mail Survey Response Rates,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
57,57,"Jones, W. H.",,,,,Generalizing Mail Survey Inducement Methods: Population Interactions with Anonymity and Sponsorship,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
58,58,"Jones, W. H.","Lang, J. R.",,,,Sample Composition Bias and Response Bias in a Mail Survey: A Comparison of Inducement Methods,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
59,59,"Jones, W. H.","Lang, J. R.",,,,Reliability and Validity Effects Under Mail Survey Conditions,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
60,60,"Jones, W. H.","Linda, G.",,,,Multiple Criteria Effects in a Mail Survey Experiment,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
61,61,"LaBrecque, D. P.",,,,,A Response Rate Experiment Using Mail Questionnaires,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
62,62,"Lindsey, E. E.",,,,,Questionnaires and Follow-up Letters,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
63,63,"McCrohan, K. F.","Lowe, L. S.",,,,A Cost-Benefit Approach to Postage Used in Mail Questionnaires,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
64,64,"McDaniel, S. W.","Rao, C. P.",,,,The Effect of Monetary Inducement on Mailed Questionnaire Response Quality,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
65,65,"Nederhof, A. J.",,,,,The Effects of Material Incentives in Mailed Surveys: Two Studies,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
66,66,"Roberts, R. E.","McCrory, O. F.","Forthofer, R. N.",,,Further Evidence on Using a Deadline to Stimulate Responses to a Mail Survey,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
67,67,"Robertson, D. H.","Bellenger, D. N.",,,,A New Method of Increasing Mail Survey Responses: Contributions to Charity,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
68,68,"Skinner, S. J.","Childers, T. L.",,,,Respondent Identification in Mail Surveys,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
69,69,"Swan, J. E.","Epley, D. E.","Burns, W. L.",,,Can Follow-up Response Rates to a Mail Survey Be Increased by Including Another Copy of the Questionnaire?,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
70,70,"Tedin, K. L.","Hofstetter, C. R.",,,,The Effect of Cost and Importance Factors on the Return Rate for Single and Multiple Mailings,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
71,71,"Vocino, T.",,,,,Three Variables in Stimulating Response to Mailed Questionaires,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
72,72,"Wolfe, A. C.","Treiman, B. R.",,,,Postage Types and Response Rates in Mail Surveys,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
73,73,"Yu, J.","Cooper, H.",,,,A Quantitative Review of Research Design Effects on Response Rates to Questionnaires,JOUR,"Baumgartner, Robert M.","Heberlein, Thomas A.",,,,,,,,,Recent research on mailed questionnaire response rates,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1360,65,76
74,74,"Ajzen, I.","Fishbein, M.",,,,Attitude-Behavior Relations: A Theoretical Analysis and Review of Empirical Research,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
75,75,"Ajzen, I.","Fishbein, M.",,,,Understanding Attitudes and Predicting Social Behavior,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
76,76,"Bem, D.",L. Berkowitz,,,,Self-Perception Theory,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
77,77,"Berkowitz, L.","Walster, E.",,,,Equity Theory: Toward a General Theory of Social Interaction,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
78,78,"Dillman, D.",,,,,Mail and Telephone Surveys: The Total Design Method,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
79,79,"Fishbein, M.",,,,,Nebraska Symposium on Motivation 1979,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
80,80,"Fishbein, M.","Ajzen, I.",,,,"Belief, Attitude, Intentions and Behavior: An Introduction to Theory and Research",JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
81,81,"Furse, D. H.","Stewart, D. W.",,,,Monetary Incentives Versus Promised Contributions to Charity: New Evidence on Mailed Survey Response,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
82,82,"Heberlein, T. A.","Baumgartner, R.",,,,Factors Affecting Response Rates to Mailed Questionnaires: A Quantitative Analysis of the Published Literature,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
83,83,"Houston, M. J.","Nevin, J. R.",,,,The Effect of Source and Appeal on Mailed Survey Response Patterns,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
84,84,"Hovland, C. I.","Janis, I. L.","Kelley, H. H.",,,Communication and Persuasion,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
85,85,"Jones, W. H.","Lang, J. R.",,,,Sample Composition Bias and Response Bias in Mail Surveys: A Comparison of Inducement Methods,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
86,86,"Katz, S.",,,,,The Functional Approach to Attitude Change,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
87,87,"Kelman, H. C.",,,,,"Compliance, Identification, and Internalization: Three Processes of Attitude Change",JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
88,88,"Linsky, A. S.",,,,,Stimulating Responses to Mailed Questionnaires: A Review,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
89,89,"Lockhart, D. C.",,,,,Personal communication,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
90,90,"McKillip, J.","Lockhart, D. C.",,,,Effectiveness of Cover Letter Appeals,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
91,91,"Rothchild, M. L.",J. C. Maloney,B. Silverman,,,Advertising Strategies for High- and Low-Involving Situations,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
92,92,"Rothchild, M. L.",,,,,"Marketing Communications in Nonbusiness Situations: Or, Why It's So Hard to Sell Brotherhood Like Soap",JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
93,93,"Sherif, C. W.",,,,,Nebraska Symposium on Motivation 1979,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
94,94,"St. Pierre, R. G.","Proper, E. C.",,,,Attrition,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
95,95,"Triandis, H. C.",,,,,Interpersonal Behavior,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
96,96,"Triandis, H. C.",,,,,Nebraska Symposium on Motivation 1979,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
97,97,"Wicker, A. W.",,,,,Attitudes Versus Actions: The Relationship of Verbal and Overt Behavioral Responses to Attitude Objects,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
98,98,"Yu, J.","Cooper, H.",,,,A Quantitative Review of Research Design Effects on Response Rates to Questionnaires,JOUR,"McKillip, Jack",,,,,,,,,,Applying attitude theories to the return of mailed questionnaires,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1361,77,87
99,99,"Bradburn, N. M.","Sudman, S.",,,,Improving Interview Method and Questionnaire Design: Response Effects to Threatening Questions in Survey Research,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
100,100,"Campbell, D. T.",,,,,Bias in Mail Surveys,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
101,101,"Dillman, D. A.",,,,,Mail and Telephone Surveys: The Total Design Method,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
102,102,"Erikson, E. H.",,,,,Childhood and Society,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
103,103,"Kuhn, T. S.",,,,,The Structure of Scientific Revolutions,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
104,104,"McKillip, J.","Lockhart, D. C.",,,,The Effectiveness of Cover-Letter Appeals,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
105,105,"Oppenheim, A. N.",,,,,Questionnaire Design and Attitude Measurement,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
106,106,"Payne, S. L.",,,,,The Art of Asking Questions,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
107,107,"Piaget, J.",,,,,The Psychology of Intelligence,JOUR,"Lockhart, Daniel C.",,,,,,,,,,The stages of mailed questionnaire returning behavior,New Directions for Program Evaluation,1984,21,0164-7989,https://doi.org/10.1002/ev.1362,89,98
108,0,"Borus, M. E.",,,,,An Inventory of Longitudinal Data Sets of Interest to Economists,JOUR,"Myers, David E.","Rockwell, Richard C.",,,,,,,,,"Large-scale data bases: Who produces them, how to obtain them, what they contain",New Directions for Program Evaluation,1984,22,0164-7989,https://doi.org/10.1002/ev.1364,5,25
